Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2
"Makati Dorm Building for Sale, Pembo Makati, 3-storey with roof deck","Pembo, Makati",Apartment,"Apartment,apartments",None,0,None,10,None,121.057819,14.54414,None,32000000,https://www.lamudi.com.ph/makati-dorm-building-for-sale-pembo-makati-3-store-165994263227.html,Makati
"Dormitory Commercial Building for Sale in Pembo, Makati City Nr. BGC, SM Aura","Pembo, Makati",Apartment,"Apartment,apartments",None,123,None,10,9,121.057819,14.54414,None,32000000,https://www.lamudi.com.ph/dormitory-commercial-building-for-sale-in-pembo-ma-165994140621.html,Makati
"1 Bedroom Condominium for Sale in Avida Centera, Mandaluyong","Highway Hills, Mandaluyong",Condominium,"Condominium,single-bedroom",None,35,None,1,1,121.052143,14.578255,Avida Towers Centera,7000000,https://www.lamudi.com.ph/1-bedroom-for-sale-in-avida-centera-mandaluyong-165994122758.html,Mandaluyong
"For Sale Tomas Morato Brand New 4 Storey Building, Diliman Quezon City","Kristong Hari, Quezon City",Commercial,"Commercial,building",98.27,309.81,None,None,None,121.029926,14.624843,None,62000000,https://www.lamudi.com.ph/for-sale-rent-tomas-morato-brand-new-4-storey-buil-165993887159.html,Quezon City
"Pre-selling in Katipunan near Ateneo de Manila, Miriam affordable condo","Katipunan, Quezon City",Condominium,"Condominium,studio",None,17,None,1,1,121.0735023,14.63422414,101 Xavierville,1800000,https://www.lamudi.com.ph/pre-selling-in-katipunan-near-ateneo-de-manila-mir-165993786767.html,Quezon City
"Rush Sale!!! Negotiable 3 Bedroom Unit in The Salcedo Park Condominium, Makati","Bel-Air, Makati",Condominium,"Condominium,3-bedroom",None,179,2,3,3,121.026342,14.563933,The Salcedo Park,32000000,https://www.lamudi.com.ph/rush-sale-negotiable-3-bedroom-unit-in-the-salcedo-165992026350.html,Makati
"Rush Sale! House and Lot in Alabang Hills Village, Muntinlupa City","Cupang, Muntinlupa",House,"House,single-family-house",450,350,None,4,5,121.040194,14.434669,None,60000000,https://www.lamudi.com.ph/rush-sale-house-and-lot-in-alabang-hills-village-m-165985638180.html,Muntinlupa
"For sale Studio Condominium Facing BGC Rent to Own, Mandaluyong","Buayang Bato, Mandaluyong",Condominium,"Condominium,studio",None,24.17,None,1,1,121.051068,14.569686,Axis Residences,4428847,https://www.lamudi.com.ph/studio-facing-bgc-rent-to-own-165978698986.html,Mandaluyong
For sale 2 Bedroom Golf Course View at Shang Residences at Wack Wack,"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,double-bedroom",None,142,1,2,3,121.053333,14.592173,Shang Residences at Wack Wack,49418000,https://www.lamudi.com.ph/for-sale-2-bedroom-golf-course-view-at-shang-resid-165997642695.html,Mandaluyong
"FOR SALE - 6BR at West Tower in Twin Oaks Place, Mandaluyong City",Mandaluyong,Condominium,"Condominium,other-4",None,407,None,6,6,121.0363943,14.5820678,Twin Oaks Place,92650000,https://www.lamudi.com.ph/for-sale-6br-at-west-tower-in-twin-oaks-place-mand-165968483722.html,Mandaluyong
"House and Lot for Sale in Muntinlupa City, Ayala Alabang Village","Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,8,9,9,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-muntinlupa-city-ayala-al-165994997437.html,Muntinlupa
"For Sale House and Lot in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,8,9,9,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/for-sale-house-and-lot-in-ayala-alabang-village-165995196147.html,Muntinlupa
"Brand New House and Lot for Sale in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,None,9,9,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-ayala-alabang-165967846078.html,Muntinlupa
"Ayala Alabang Village 3-Storey House and Lot for Sale Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",House,"House,single-family-house",784,1350,None,9,9,121.022321,14.405874,None,420000000,https://www.lamudi.com.ph/ayala-alabang-village-3-storey-house-and-lot-for-s-165967845796.html,Muntinlupa
Spacious Five Bedroom House and Lot in Valenzuela near Mindanao Avenue UH003,"Marulas, Valenzuela",House,"House,villas",450,430,None,5,4,120.98177,14.673664,None,23000000,https://www.lamudi.com.ph/spacious-five-bedroom-house-and-lot-in-valenzuela-165966397813.html,Valenzuela
"Commercial Building for Sale Quezon City, Tomas Morato, Diliman Brand New","Diliman, Quezon City",Commercial,"Commercial,building",98.27,309.81,None,None,None,121.0528,14.6462,None,62000000,https://www.lamudi.com.ph/commercial-building-for-sale-quezon-city-tomas-mor-165960506354.html,Quezon City
"Tomas Morato Brand New Commercial Building for Sale Quezon City, Diliman","Kristong Hari, Quezon City",Commercial,"Commercial,building",98.27,309.81,2,None,None,121.029926,14.624843,None,62000000,https://www.lamudi.com.ph/tomas-morato-brand-new-commercial-building-for-sal-165988282533.html,Quezon City
"Studio Unit for Sale Fully Furnished at with Balcony Silk Residences, Manila","Santa Mesa, Manila",Condominium,"Condominium,studio",None,25,None,1,1,121.017867,14.5971795,The Silk Residences,3000000,https://www.lamudi.com.ph/studio-unit-for-sale-fully-furnished-at-with-balco-165987549954.html,Manila
"Modern Design Commercial Building for Sale in Quezon City, Tomas Morato, Diliman","Diliman, Quezon City",Commercial,"Commercial,building",98.27,309.81,None,None,None,121.0528,14.6462,None,62000000,https://www.lamudi.com.ph/modern-design-commercial-building-for-sale-in-quez-165959450471.html,Quezon City
"Brand New Commercial Building for Sale in Quezon City, Tomas Morato Avenue","Kristong Hari, Quezon City",Commercial,"Commercial,building",98.27,309.81,2,None,None,121.029926,14.624843,None,62000000,https://www.lamudi.com.ph/brand-new-commercial-building-for-sale-in-quezon-c-165959450231.html,Quezon City
"Quezon City Commercial Building for Sale in Tomas Morato Avenue, Diliman","Diliman, Quezon City",Commercial,"Commercial,building",98.27,309.81,None,None,None,121.0528,14.6462,None,62000000,https://www.lamudi.com.ph/quezon-city-commercial-building-for-sale-rent-in-t-165959450146.html,Quezon City
"Commercial Building for Sale in Quezon City, Tomas Morato Avenue, Diliman","Diliman, Quezon City",Commercial,"Commercial,building",98.27,309.81,2,None,None,121.0528,14.6462,None,62000000,https://www.lamudi.com.ph/commercial-building-for-sale-in-quezon-city-tomas-165975982519.html,Quezon City
"Brand New Commercial Building for Sale in Quezon City, Tomas Morato Ave, Diliman","Diliman, Quezon City",Commercial,"Commercial,building",98.27,309.81,2,None,None,121.0528,14.6462,None,62000000,https://www.lamudi.com.ph/brand-new-commercial-building-for-sale-in-quezon-c-165959369979.html,Quezon City
"Condo for Sale in BGC, Taguig City, Blue Sapphire Residences 3 Bedroom Furnished","Fort Bonifacio, Taguig",Condominium,"Condominium,3-bedroom",None,99,None,3,2,121.050318,14.540867,Blue Sapphire Residences,17300000,https://www.lamudi.com.ph/condo-for-sale-in-bgc-taguig-city-blue-sapphire-re-165958519970.html,Taguig
Quezon City Brand New Commercial Building for Sale in Tomas Morato,"South Triangle, Quezon City",Commercial,"Commercial,building",98,309,None,None,None,121.035979,14.637561,None,62000000,https://www.lamudi.com.ph/quezon-city-brand-new-commercial-building-for-sale-165969973695.html,Quezon City
Tomas Morato Modern 4-Storey Commercial Building for Sale in Quezon City,"Quezon Avenue, Quezon City",Commercial,"Commercial,building",98.27,309.81,None,None,None,121.0232,14.63518,None,62000000,https://www.lamudi.com.ph/tomas-morato-modern-4-storey-commercial-building-f-165970058734.html,Quezon City
2 Bedroom Unit at Trion Towers BGC,"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",None,59,None,2,2,121.050318,14.540867,The Trion Towers,17905470,https://www.lamudi.com.ph/2-bedroom-unit-at-trion-towers-bgc-165968444675.html,Taguig
"Premium Townhouse for sale in Tandang Sora, Quezon city","Tandang Sora, Quezon City",House,"House,townhouse",90,183,2,3,4,121.0398332,14.68252145,None,15000000,https://www.lamudi.com.ph/2-unit-premium-townhouse-in-tandang-sora-quezon-ci-165952313753.html,Quezon City
"For Sale House and Lot in Matandang Balara, Quezon City at Capitol Homes","Capitol Hills, Quezon City",House,"House,single-family-house",663,850,None,5,5,121.081,14.66523,None,100000000,https://www.lamudi.com.ph/for-sale-house-and-lot-in-matandang-balara-quezon-165951794817.html,Quezon City
"House and Lot for Sale in Matandang Balara, Quezon City at Capitol Homes","Matandang Balara, Quezon City",House,"House,single-family-house",663,850,None,5,5,121.082236,14.665648,None,100000000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-matandang-balara-quezon-165951771158.html,Quezon City
1 Bedroom Condo Unit For Sale!!! Resale at Shore Residences,"Bay City, Pasay",Condominium,"Condominium,single-bedroom",None,27.67,0,1,1,120.9805265,14.5435176,Shore Residences,4200000,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-resale-at-shore-resi-165976334171.html,Pasay
For Sale: 3 Bedroom Unit at Royal Palm Residences Karon Tower in Taguig City,"Ususan, Taguig",Condominium,"Condominium,3-bedroom",None,120,1,3,2,121.065172,14.531149,Royal Palm Residences,12000000,https://www.lamudi.com.ph/for-sale-3-bedroom-unit-at-royal-palm-residences-k-165950924678.html,Taguig
4 bedrooms Skyvillas at One Balete Compound,"Kaunlaran, Quezon City",Condominium,"Condominium,4-bedroom",None,361,None,4,6,121.04641,14.617893,Skyvillas,81418499,https://www.lamudi.com.ph/4-bedrooms-skyvillas-at-one-balete-compound-165947155436.html,Quezon City
PROMO 17% DISCOUNT - Century Spire OFFICE 73.800 sqm,"Poblacion, Makati",Commercial,"Commercial,offices",0,73.8,None,None,None,121.032076,14.56568,None,15004850,https://www.lamudi.com.ph/promo-17-discount-century-spire-office-73-800-sqm-165945697493.html,Makati
"Studio type Condominium Unit For Sale in The Lerato, Makati City","Bel-Air, Makati",Condominium,"Condominium,studio",None,30,None,1,1,121.026342,14.563933,The Lerato,5500000,https://www.lamudi.com.ph/studio-type-condominium-unit-for-sale-in-makati-ci-165954045417.html,Makati
2 Bedroom Condominium Avida Towers New Manila near Ortigas & Cubao,"Bagong Lipunan Ng Crame, Quezon City",Condominium,"Condominium,double-bedroom",None,49.67,None,2,1,121.052143,14.60929,Avida Towers New Manila,4950000,https://www.lamudi.com.ph/2-bedroom-condominium-avida-towers-new-manila-near-165943139687.html,Quezon City
"725 sq.m. Commercial/Residential Lot For Sale at Kalayaan Ave., Makati City","Olympia, Makati",Land,"Land,commercial-lot",725,None,None,None,None,121.021325,14.57178,None,145000000,https://www.lamudi.com.ph/725-sq-m-commercial-lot-for-sale-at-kalayaan-ave-m-165953993478.html,Makati
Office For Sale in Arca South,"Western Bicutan, Taguig",Commercial,"Commercial,offices",0,84,None,None,None,121.036376,14.517219,None,23439824.6,https://www.lamudi.com.ph/office-for-sale-in-arca-south-165950071327.html,Taguig
1 Bedroom Penthouse Unit for Sale with Balcony at The Silk Residences Manila,"Santa Mesa, Manila",Condominium,"Condominium,penthouse-1",None,55.28,1,1,1,121.017867,14.5971795,The Silk Residences,8000000,https://www.lamudi.com.ph/1-bedroom-penthouse-unit-for-sale-with-balcony-at-165983071147.html,Manila
Studio Condominium unit @ Eton Tower Makati for Sale,"Legazpi Village, Makati",Condominium,"Condominium,studio",None,25.6,None,1,1,121.017742,14.554848,Eton Tower Makati,6500000,https://www.lamudi.com.ph/studio-condominium-unit-eton-tower-makati-for-sale-165941933841.html,Makati
"5-Storey Commercial Building for sale in Manila, Divisoria, Recto Ave.","Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/5-storey-commercial-building-for-sale-in-manila-di-165934693354.html,Manila
"Recto Ave. Prime Commercial Building for Sale in Divisoria, Manila Nr.China Town","Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/recto-ave-prime-commercial-building-for-sale-in-di-165934693084.html,Manila
"Commercial Lot for Sale in Manila, Divisoria, Recto Ave.","Tondo, Manila",Land,"Land,commercial-lot",1318,None,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/commercial-lot-for-sale-in-manila-divisoria-recto-16593469239.html,Manila
"Commercial Building for Sale in Manila, Divisoria, Recto Ave.","Binondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.975007,14.601192,None,350000000,https://www.lamudi.com.ph/commercial-building-for-sale-in-manila-divisoria-r-165934692290.html,Manila
"CDN - For Sale: 11,393 sqm Industrial Property in Magdaong Road, Muntinlupa City","Poblacion, Muntinlupa",Commercial,"Commercial,building",11393,0,None,None,None,121.029033,14.385411,None,460000000,https://www.lamudi.com.ph/cdn-for-sale-11-393-sqm-industrial-property-in-mag-16593638611.html,Muntinlupa
"Prime Commercial Lot for Sale Manila City Divisoria,Recto with 5-Storey Building","Tondo, Manila",Land,"Land,commercial-lot",1318,None,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/prime-commercial-lot-for-sale-manila-city-divisori-16594062753.html,Manila
"Divisoria Prime Commercial Building for Sale Manila City,Recto Nr.Ylaya,168 Mall","Binondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.975007,14.601192,None,350000000,https://www.lamudi.com.ph/divisoria-prime-commercial-building-for-sale-manil-165940633432.html,Manila
"Commercial Building for Sale in Divisoria, Manila, Tondo, Recto Nr. Binondo","Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/commercial-building-for-sale-in-divisoria-manila-t-165940614429.html,Manila
Recto Divisoria Commercial Building for Sale Manila City Ylaya Tondo nr.168 Mall,"Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/recto-divisoria-commercial-building-for-sale-manil-165945502796.html,Manila
"5-Storey Commercial Building for Sale Divisoria, Manila Along Recto Ave.,Binondo","Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/5-storey-commercial-building-for-sale-divisoria-ma-165934071147.html,Manila
"Recto Commercial Lot with Building for Sale Divisoria, Manila, Tondo, Binondo","Binondo, Manila",Land,"Land,commercial-lot",1318,None,None,None,None,120.975007,14.601192,None,350000000,https://www.lamudi.com.ph/recto-commercial-lot-with-building-for-sale-diviso-165934070991.html,Manila
"Penthouse Unit For Sale at Renaissance Condominium, Pasig City","Ugong, Pasig",Condominium,"Condominium,penthouse-1",None,410,2,3,4,121.072573,14.582943,Renaissance Condominium,35000000,https://www.lamudi.com.ph/penthouse-unit-for-sale-at-renaissance-condominium-165935008775.html,Pasig
"1,318 sqm Prime Commercial Property for Sale in Divisoria, Manila","Binondo, Manila",Land,"Land,commercial-lot",1318,None,None,None,None,120.975007,14.601192,None,350000000,https://www.lamudi.com.ph/1-318-sqm-prime-commercial-property-for-sale-in-di-165934969672.html,Manila
"Commercial Building for Sale in Divisoria, Manila Nr. Binondo, China Town","Tondo, Manila",Commercial,"Commercial,building",1318,0,None,None,None,120.965967,14.620565,None,350000000,https://www.lamudi.com.ph/commercial-building-for-sale-in-divisoria-manila-n-165933920614.html,Manila
"RFO BGC 39 sqm 1BR condo unit with parking at Madison Park West, PhP 8.4Mn","Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,39,None,1,1,121.050318,14.540867,Madison Park West,8400000,https://www.lamudi.com.ph/rfo-bgc-39-sqm-1br-condo-unit-with-parking-at-madi-165932796089.html,Taguig
"Marian Lakeview Park Townhouse for Sale Arca South, Taguig City","Western Bicutan, Taguig",House,"House,townhouse",156,320,2,4,3.5,121.036376,14.517219,None,29800000,https://www.lamudi.com.ph/marian-lakeview-park-townhouse-for-sale-arca-south-165945387660.html,Taguig
"House and Lot for Sale in Arca South, Taguig City Marian Lakeview Park near BGC","Western Bicutan, Taguig",House,"House,townhouse",156,320,2,4,3,121.036376,14.517219,None,29800000,https://www.lamudi.com.ph/house-and-lot-for-sale-in-arca-south-taguig-city-m-165934979448.html,Taguig
"5 Bedroom House and Lot For Sale in Loyola Grand Villas, Quezon City","Matandang Balara, Quezon City",House,"House,single-family-house",600,500,4,5,6,121.082236,14.665648,None,75000000,https://www.lamudi.com.ph/5-bedroom-house-and-lot-for-sale-in-loyola-grand-v-165933895397.html,Quezon City
"Fully Furnished 1 Bedroom for Sale in The Montane, BGC","Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,39.9,None,1,1,121.0632793,14.5139759,The Montane,11500000,https://www.lamudi.com.ph/fully-furnished-1-bedroom-for-sale-in-the-montane-165925773427.html,Taguig
"Fully Furnished 1Bedroom Unit for Sale in Edades Tower, Makati City","Poblacion, Makati",Condominium,"Condominium,single-bedroom",None,63,None,1,1,121.032076,14.56568,Edades Tower,19000000,https://www.lamudi.com.ph/fully-furnished-1bedroom-unit-for-sale-in-edades-t-16592478148.html,Makati
